,std. real power(ss),ave. real power(ss),max. real power(tr),std. reactive power(ss),ave. reactive power(ss),max. reactive power(tr),std. phase B current(ss),ave. phase B current(ss),max. phase B current(tr)
82,-0.030394134121897343,0.8270627734536643,0.7337678038316594,1.4427863908180307,1.1103991909125195,0.9999119172550988,-0.11780720104045286,0.9881208760702684,0.8951236427378119
83,0.017256496061664017,0.7547016303612266,0.7813155906654025,-0.43828825991865733,1.6156466797002282,0.9946148835974876,-0.38423425021023216,0.9826391664073653,0.906072815732897
85,0.34703261899489385,-0.1567513155087471,-0.09351795960969278,1.1829104323995008,-1.172693513625277,-1.1531696931793562,0.6731632362342524,-0.42540768647887606,-0.37642481829529256
87,0.2796542242735265,0.8636109609621735,0.7721566982224003,0.39275205486269016,1.0251440970246297,1.0764020445862508,-0.20581979094626568,0.9335018919320603,0.8774164470837978
89,0.19001662575882663,-1.2024608440251083,-1.1893480009288198,0.7337515707473832,-1.4683196369211577,-1.4809924463990511,-0.5375681355617183,-1.348282167202772,-1.3793348396808127
90,-0.007556715133823673,0.7248545702361384,0.695952881638699,-0.08531575240314082,1.590468953528883,1.3777290794049968,-0.14476647758147126,0.9658418431987256,0.8784804242647541
91,-0.21042394037119663,1.8505160592038985,1.8435290631899144,0.13843828992115478,0.5480117668896972,0.47709788312220525,0.3798206889657957,1.7153353305754941,1.7239678107092755
97,-0.4688027410795684,0.8521562868053629,0.770700341529643,-0.7581327050159707,0.5613136349869028,0.49997129668518236,-0.3677206176505605,0.9301066089927442,0.7860974223562794
98,-0.5537945770229518,0.8618146834684283,0.7695521386994176,-0.45397073750890077,0.665570409268821,0.4449436263106008,0.08595558672567391,0.9128265910358423,0.8408454772288738
99,-0.676289198224809,0.8385063845371924,0.7288237381544606,-0.7965030758843528,0.640104776587658,0.5045224078723262,-0.35077008048123487,0.926960451341104,0.8119072375300715
100,-0.14581533271860897,0.7953798876262188,0.7118036806904883,-0.2612887100944089,0.8349369974661134,0.6004998545014134,-0.21102925903857533,0.9064620612644334,0.7866918230160312
101,0.20870932592072805,0.7020562434928078,0.6291779127738675,0.8691369471325376,1.0637500742127963,1.080166645961208,-0.5687725079715923,0.8836031823583671,0.7558145857966269
102,-0.6190396817044822,0.25019893235680596,0.22002289674362546,-0.5480995953965938,-0.6325687800471996,-0.42454001450896606,-0.42371518295017874,0.17714305820243545,0.14936949162327706
103,-0.16337649444624033,-0.3217048131846115,-0.20412980516117255,-0.13127076329916895,-0.8334230125256793,-0.6428555907006058,-0.5376444919626779,-0.488708457318559,-0.34129229803696887
104,0.3597445377318119,-0.3764898311024264,-0.20098614766223502,1.3387058333845772,-0.7482706865228306,-1.2156168849082938,-0.23746368573129722,-0.4643449562420908,-0.34717404898644166
105,-0.12807479003841818,0.054746319949202774,-0.011173779275188535,-0.7546382375166975,-0.7411813836034249,-0.983702256039241,-0.3660969563082167,-0.05526707458491996,-0.17426602548909262
106,0.47687221393789836,0.22767760330085426,0.12144258389887702,1.1852465520924362,-0.9951433641462946,-0.9850826003244323,-0.03981823948779135,0.06775442820180635,-0.02400748271037081
