,std. real power(ss),ave. real power(ss),max. real power(tr),std. reactive power(ss),ave. reactive power(ss),max. reactive power(tr),std. phase B current(ss),ave. phase B current(ss),max. phase B current(tr)
104,0.1101215954468504,12.37353586184985,13.009582342123245,0.21426675969305478,5.961105299950919,5.854178336439874,0.061332465362571364,19.579938982300884,20.3202
105,0.07431888522753732,13.379917234823118,13.467838226216506,0.060311461789883815,5.966162304721786,6.011805901913289,0.04750401288426883,20.85698261818182,20.8729
106,0.11871799171724016,13.783489203325889,13.788008240783963,0.20298057425619723,5.785003880286479,6.010867710518244,0.0825799283919505,21.241026425619836,21.353201
107,0.10231086175122596,12.101128586431402,12.431047054580056,0.1457831920323546,5.930206427145168,5.927599728261302,0.04852049026353348,19.30986833846154,19.7129
108,0.14029748064906988,12.2625139920923,12.300088001344026,0.1716611032245371,5.82010537710758,5.972385341931313,0.03696475959762249,19.40807173205742,19.647699
109,0.0711191885130591,12.936341772078043,12.954286410453967,0.10145561162315148,7.016143546163749,7.2150089543460885,0.04933650980910243,21.07154782608696,21.202801
110,0.13560353875720674,12.905088781363586,13.136789978593518,0.22180216675113176,5.871193897510859,6.127392263185458,0.10061034416641602,19.69373694520548,19.9219
113,0.16882341484902552,13.140811456390637,13.039724348280213,0.29791243049047,6.674725381554153,7.122224072940884,0.05278300220267257,21.00452707377049,21.212299
114,0.09809746688975919,13.578592527941375,13.714212754021057,0.17236211409421662,6.064331449781978,5.947634350108599,0.0480168831891924,20.9713045,21.0469
116,0.03400456808495581,11.981008012601073,12.179311709836849,0.04141458879171545,5.951617759674786,6.139249821452518,0.022745696669309028,18.931933166666667,19.171301
117,0.011987275415481786,13.724733199484163,13.784152688765351,0.008832609478337219,6.932686883766681,6.99291576452191,0.015120269565819992,22.122491916666664,22.259701
118,0.025845772002593966,13.688321440182165,13.706074039723656,0.026089082662503912,6.935836883953006,6.96291446511126,0.028494906747185935,22.05933139583333,22.09
119,0.07239697913680469,10.25429994246299,10.117547082635014,0.17131370775713503,5.461658854368452,5.618757412301259,0.07515326007526782,16.357418538461538,16.468599
120,0.08598648533076562,10.399935151788291,10.506078928759585,0.13247503049011147,5.354176011158341,5.595243588743697,0.04682436430402365,16.641267418604656,16.8291
121,0.04048597356765965,15.079383208874177,15.099784185923742,0.02568715322664813,7.468581554696023,7.591516263534196,0.031197624829797484,23.97573325,23.976299
